Season,avg_country_temp,avg_city_temp
Autumn,17.43441156907629,18.815651837313236
Spring,17.57902911846819,18.863609130797403
Summer,22.89424752851713,23.85279978272673
Winter,10.067965840030476,11.93175852185111
