Country,State,Year,Month,PredictedTemp
5,73,2014,1,17.570000000000046
5,73,2014,2,17.570000000000046
5,73,2014,3,17.570000000000046
5,73,2014,4,17.570000000000046
5,73,2014,5,17.570000000000046
5,73,2014,6,17.570000000000046
5,73,2014,7,17.570000000000046
5,73,2014,8,17.570000000000046
5,79,2013,9,19.512967999999947
5,79,2013,10,19.512967999999947
5,79,2013,11,19.512967999999947
5,79,2013,12,19.512963999999947
5,79,2014,1,19.512987999999943
5,79,2014,2,19.512987999999943
5,79,2014,3,19.512987999999943
5,79,2014,4,19.512987999999943
5,79,2014,5,19.512987999999943
5,79,2014,6,19.512991999999944
5,79,2014,7,19.512991999999944
5,79,2014,8,19.512967999999947
5,80,2013,9,18.402000000000037
5,80,2013,10,18.402000000000037
5,80,2013,11,18.402000000000037
5,80,2013,12,18.402000000000037
5,80,2014,1,18.402000000000037
5,80,2014,2,18.402000000000037
5,80,2014,3,18.402000000000037
5,80,2014,4,18.402000000000037
5,80,2014,5,18.402000000000037
5,80,2014,6,18.402000000000037
5,80,2014,7,18.402000000000037
5,80,2014,8,18.402000000000037
5,81,2013,9,23.83900399999995
5,81,2013,10,23.83900399999995
5,81,2013,11,23.83900399999995
5,81,2013,12,23.83900399999995
5,81,2014,1,23.83900399999995
5,81,2014,2,23.83900399999995
5,81,2014,3,23.83900399999995
5,81,2014,4,23.83900399999995
5,81,2014,5,23.83900399999995
5,81,2014,6,23.83900399999995
5,81,2014,7,23.83900399999995
5,81,2014,8,23.83900399999995
5,82,2013,9,17.831999999999997
5,82,2013,10,17.831999999999997
5,82,2013,11,17.831999999999997
5,82,2013,12,17.831999999999997
5,82,2014,1,17.831999999999997
5,82,2014,2,17.831999999999997
5,82,2014,3,17.831999999999997
5,82,2014,4,17.831999999999997
5,82,2014,5,17.831999999999997
5,82,2014,6,17.831999999999997
5,82,2014,7,17.831999999999994
5,82,2014,8,17.831999999999997
5,83,2013,9,12.534999999999973
5,83,2013,10,12.534999999999973
5,83,2013,11,12.534999999999973
5,83,2013,12,12.534999999999973
5,83,2014,1,12.534999999999973
5,83,2014,2,12.534999999999973
5,83,2014,3,12.534999999999973
5,83,2014,4,12.534999999999973
5,83,2014,5,12.534999999999973
5,83,2014,6,12.534999999999973
5,83,2014,7,12.534999999999973
5,83,2014,8,12.534999999999973
5,85,2013,9,20.23400000000003
5,85,2013,10,20.23400000000003
5,85,2013,11,20.23400000000003
5,85,2013,12,20.23400000000003
5,85,2014,1,20.23400000000003
5,85,2014,2,20.23400000000003
5,85,2014,3,20.23400000000003
5,85,2014,4,20.23400000000003
5,85,2014,5,20.23400000000003
5,85,2014,6,20.23400000000003
5,85,2014,7,20.23400000000003
5,85,2014,8,20.23400000000003
5,86,2013,9,15.525999999999936
5,86,2013,10,15.525999999999936
5,86,2013,11,15.525999999999936
5,86,2013,12,15.525999999999936
5,86,2014,1,15.525999999999936
5,86,2014,2,15.525999999999936
5,86,2014,3,15.525999999999936
5,86,2014,4,15.525999999999936
5,86,2014,5,15.525999999999936
5,86,2014,6,15.525999999999936
5,86,2014,7,15.525999999999936
5,86,2014,8,15.525999999999936
5,88,2013,9,15.112995999999944
5,88,2013,10,15.112995999999944
5,88,2013,11,15.112995999999944
5,88,2013,12,15.112995999999944
5,88,2014,1,15.112995999999944
5,88,2014,2,15.112995999999944
5,88,2014,3,15.112995999999944
5,88,2014,4,15.112995999999944
5,88,2014,5,15.112995999999944
5,88,2014,6,15.112995999999944
5,88,2014,7,15.112995999999944
5,88,2014,8,15.112995999999944
5,91,2013,9,14.570999999999943
5,91,2013,10,14.570999999999943
5,91,2013,11,14.570999999999943
5,91,2013,12,14.570999999999943
5,91,2014,1,14.570999999999943
5,91,2014,2,14.570999999999943
5,91,2014,3,14.570999999999943
5,91,2014,4,14.570999999999943
5,91,2014,5,14.570999999999943
5,91,2014,6,14.570999999999943
5,91,2014,7,14.570999999999943
5,91,2014,8,14.570999999999943
5,92,2013,9,13.911000000000033
5,92,2013,10,13.911000000000033
5,92,2013,11,13.911000000000033
5,92,2013,12,13.911000000000033
5,92,2014,1,13.911000000000033
5,92,2014,2,13.911000000000033
5,92,2014,3,13.911000000000033
5,92,2014,4,13.911000000000033
5,92,2014,5,13.911000000000033
5,92,2014,6,13.911000000000033
5,92,2014,7,13.911000000000033
5,92,2014,8,13.911000000000033
5,93,2013,9,14.757000000000039
5,93,2013,10,14.757000000000039
5,93,2013,11,14.757000000000039
5,93,2013,12,14.757000000000039
5,93,2014,1,14.757000000000039
5,93,2014,2,14.757000000000039
5,93,2014,3,14.757000000000039
5,93,2014,4,14.757000000000039
5,93,2014,5,14.757000000000039
5,93,2014,6,14.757000000000039
5,93,2014,7,14.757000000000039
5,93,2014,8,14.757000000000039
5,94,2013,9,16.574000000000044
5,94,2013,10,16.574000000000044
5,94,2013,11,16.574000000000044
5,94,2013,12,16.574000000000044
5,94,2014,1,16.574000000000044
5,94,2014,2,16.574000000000044
5,94,2014,3,16.574000000000044
5,94,2014,4,16.574000000000044
5,94,2014,5,16.574000000000044
5,94,2014,6,16.574000000000044
5,94,2014,7,16.574000000000044
5,94,2014,8,16.574000000000044
5,95,2013,9,13.420000000000044
5,95,2013,10,13.420000000000044
5,95,2013,11,13.420000000000044
5,95,2013,12,13.420000000000044
5,95,2014,1,13.420000000000044
5,95,2014,2,13.420000000000044
5,95,2014,3,13.420000000000044
5,95,2014,4,13.420000000000044
5,95,2014,5,13.420000000000044
5,95,2014,6,13.420000000000044
5,95,2014,7,13.420000000000044
5,95,2014,8,13.420000000000044
5,96,2013,9,15.53800000000001
5,96,2013,10,15.53800000000001
5,96,2013,11,15.53800000000001
5,96,2013,12,15.53800000000001
5,96,2014,1,15.53800000000001
5,96,2014,2,15.53800000000001
5,96,2014,3,15.53800000000001
5,96,2014,4,15.53800000000001
5,96,2014,5,15.53800000000001
5,96,2014,6,15.53800000000001
5,96,2014,7,15.53800000000001
5,96,2014,8,15.53800000000001
5,97,2013,9,12.510999999999974
5,97,2013,10,12.510999999999974
5,97,2013,11,12.510999999999974
5,97,2013,12,12.510999999999974
5,97,2014,1,12.510999999999974
5,97,2014,2,12.510999999999974
5,97,2014,3,12.510999999999974
5,97,2014,4,12.510999999999974
5,97,2014,5,12.510999999999974
5,97,2014,6,12.510999999999974
5,97,2014,7,12.510999999999974
5,97,2014,8,12.510999999999974
5,98,2013,9,16.632000000000033
5,98,2013,10,16.632000000000033
5,98,2013,11,16.632000000000033
5,98,2013,12,16.632000000000033
5,98,2014,1,16.632000000000033
5,98,2014,2,16.632000000000033
5,98,2014,3,16.632000000000033
5,98,2014,4,16.632000000000033
5,98,2014,5,16.632000000000033
5,98,2014,6,16.632000000000033
5,98,2014,7,16.632000000000033
5,98,2014,8,16.632000000000033
5,99,2013,9,23.169984000000056
5,99,2013,10,23.169984000000056
5,99,2013,11,23.169984000000056
5,99,2013,12,23.169984000000056
5,99,2014,1,23.169984000000056
5,99,2014,2,23.169984000000056
5,99,2014,3,23.169984000000056
5,99,2014,4,23.169984000000056
5,99,2014,5,23.169984000000056
5,99,2014,6,23.169984000000056
5,99,2014,7,23.169984000000056
5,99,2014,8,23.169984000000056
5,100,2013,9,14.471000000000002
5,100,2013,10,14.471000000000002
5,100,2013,11,14.471000000000002
5,100,2013,12,14.471000000000002
5,100,2014,1,14.471000000000002
5,100,2014,2,14.471000000000002
5,100,2014,3,14.471000000000002
5,100,2014,4,14.471000000000002
5,100,2014,5,14.471000000000002
5,100,2014,6,14.471000000000002
5,100,2014,7,14.471000000000002
5,100,2014,8,14.471000000000002
5,101,2013,9,17.51000000000011
5,101,2013,10,17.51000000000011
5,101,2013,11,17.51000000000011
5,101,2013,12,17.51000000000011
5,101,2014,1,17.51000000000011
5,101,2014,2,17.51000000000011
5,101,2014,3,17.51000000000011
5,101,2014,4,17.51000000000011
5,101,2014,5,17.51000000000011
5,101,2014,6,17.51000000000011
5,101,2014,7,17.51000000000011
5,101,2014,8,17.51000000000011
5,102,2013,9,19.46200400000006
5,102,2013,10,19.46200400000006
5,102,2013,11,19.46200400000006
5,102,2013,12,19.46200400000006
5,102,2014,1,19.46200400000006
5,102,2014,2,19.46200400000006
5,102,2014,3,19.46200400000006
5,102,2014,4,19.46200400000006
5,102,2014,5,19.46200400000006
5,102,2014,6,19.46200400000006
5,102,2014,7,19.46200400000006
5,102,2014,8,19.46200400000006
5,103,2013,9,16.550000000000075
5,103,2013,10,16.550000000000075
5,103,2013,11,16.550000000000075
5,103,2013,12,16.550000000000075
5,103,2014,1,16.550000000000075
5,103,2014,2,16.550000000000075
5,103,2014,3,16.550000000000075
5,103,2014,4,16.550000000000075
5,103,2014,5,16.550000000000075
5,103,2014,6,16.550000000000075
5,103,2014,7,16.550000000000075
5,103,2014,8,16.550000000000075
5,105,2013,9,19.498999999999892
5,105,2013,10,19.498999999999892
5,105,2013,11,19.498999999999892
5,105,2013,12,19.498999999999892
5,105,2014,1,19.498999999999892
5,105,2014,2,19.498999999999892
5,105,2014,3,19.498999999999892
5,105,2014,4,19.498999999999892
5,105,2014,5,19.498999999999892
5,105,2014,6,19.498999999999892
5,105,2014,7,19.498999999999892
5,105,2014,8,19.498999999999892
5,108,2013,9,12.195999999999948
5,108,2013,10,12.195999999999948
5,108,2013,11,12.195999999999948
5,108,2013,12,12.195999999999948
5,108,2014,1,12.195999999999948
5,108,2014,2,12.195999999999948
5,108,2014,3,12.195999999999948
5,108,2014,4,12.195999999999948
5,108,2014,5,12.195999999999948
5,108,2014,6,12.195999999999948
5,108,2014,7,12.195999999999948
5,108,2014,8,12.195999999999948
5,113,2013,9,17.931999999999896
5,113,2013,10,17.931999999999896
5,113,2013,11,17.931999999999896
5,113,2013,12,17.931999999999896
5,113,2014,1,17.932003999999893
5,113,2014,2,17.932003999999893
5,113,2014,3,17.932003999999893
5,113,2014,4,17.932003999999893
5,113,2014,5,17.932003999999893
5,113,2014,6,17.932003999999893
5,113,2014,7,17.931999999999896
5,113,2014,8,17.931999999999896
5,126,2013,9,18.780000000000044
5,126,2013,10,18.780000000000044
5,126,2013,11,18.780000000000044
5,126,2013,12,18.780000000000044
5,126,2014,1,18.780000000000044
5,126,2014,2,18.780000000000044
5,126,2014,3,18.780000000000044
5,126,2014,4,18.780000000000044
5,126,2014,5,18.780000000000044
5,126,2014,6,18.780000000000044
5,126,2014,7,18.780000000000044
5,126,2014,8,18.780000000000044
5,127,2013,9,17.485000000000017
5,127,2013,10,17.485000000000017
5,127,2013,11,17.485000000000017
5,127,2013,12,17.485000000000017
5,127,2014,1,17.485000000000017
5,127,2014,2,17.485000000000017
5,127,2014,3,17.485000000000017
5,127,2014,4,17.485000000000017
5,127,2014,5,17.485000000000017
5,127,2014,6,17.485000000000017
5,127,2014,7,17.485000000000017
5,127,2014,8,17.485000000000017
5,128,2013,9,17.652999999999928
5,128,2013,10,17.652999999999928
5,128,2013,11,17.652999999999928
5,128,2013,12,17.652999999999928
5,128,2014,1,17.652999999999928
5,128,2014,2,17.652999999999928
5,128,2014,3,17.652999999999928
5,128,2014,4,17.652999999999928
5,128,2014,5,17.652999999999928
5,128,2014,6,17.652999999999928
5,128,2014,7,17.652999999999928
